rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls,ast,g_a,g_pk,g_a_pk,xg,xag,xg_xag,npxg,npxg_xag,matches
216,Louis Oppie,de GER,DF,St. Pauli,23-114,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
217,Willi Orban,hu HUN,DF,RB Leipzig,32-309,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
218,Assan Ouedraogo,de GER,MF,RB Leipzig,19-122,2006,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46,Matches
219,Salih Özcan,tr TUR,DF,Dortmund,27-240,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Cenk Özkacar,tr TUR,MF,Köln,24-337,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,6,0,0.00,0.00,0.00,0.00,0.00,1.13,0.00,1.13,1.13,1.13,Matches
221,Exequiel Palacios,ar ARG,MF,Leverkusen,26-338,1998,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
222,Aleksandar Pavlovic,de GER,MF,Bayern Munich,21-128,2004,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Dženan Pejčinović,de GER,FW,Wolfsburg,20-205,2005,2,2,132,1.5,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,2,3,5,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.55,0.55,0.55,Matches
224,Mathias Pereira Lage,pt POR,"FW,MF",St. Pauli,28-282,1996,2,2,171,1.9,0,1,1,0,0,0,0,0,0.8,0.8,0.1,1.0,1,4,6,0.00,0.53,0.53,0.00,0.53,0.43,0.07,0.50,0.43,0.50,Matches
225,Rayan Philippe,fr FRA,"FW,DF",Hamburger SV,24-320,2000,2,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,5,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
226,Ernest Poku,nl NED,"MF,FW",Leverkusen,21-223,2004,2,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
227,Yussuf Poulsen,dk DEN,FW,Hamburger SV,31-085,1994,2,0,52,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,8,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
228,Alexander Prass,at AUT,"FW,DF",Hoffenheim,24-105,2001,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
229,Grischa Prömel,de GER,"MF,DF",Hoffenheim,30-242,1995,2,0,35,0.4,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3,4,3,2.57,0.00,2.57,2.57,2.57,1.15,0.00,1.15,1.15,1.15,Matches
230,Arkadiusz Pyrka,pl POL,DF,St. Pauli,22-353,2002,2,2,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,8,10,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,Matches
231,Jarell Quansah,eng ENG,DF,Leverkusen,22-222,2003,2,2,180,2.0,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,2,7,1,0.50,0.00,0.50,0.50,0.50,0.07,0.04,0.10,0.07,0.10,Matches
232,Leopold Querfeld,at AUT,DF,Union Berlin,21-262,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
233,Diant Ramaj,de GER,GK,Heidenheim,23-354,2001,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
234,Grant Ranos,am ARM,DF,Gladbach,22-050,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
235,David Raum,de GER,DF,RB Leipzig,27-139,1998,2,2,180,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,7,11,5,0.00,0.50,0.50,0.00,0.50,0.01,0.25,0.26,0.01,0.26,Matches
236,Rocco Reitz,de GER,MF,Gladbach,23-102,2002,2,2,173,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,15,7,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches
237,Nicolai Remberg,de GER,MF,Hamburger SV,25-081,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
238,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,27-311,1997,2,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
239,Lars Ritzka,de GER,DF,St. Pauli,27-124,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
240,Merlin Röhl,de GER,"FW,MF",Freiburg,23-065,2002,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
241,Rômulo,br BRA,FW,RB Leipzig,23-212,2002,2,1,129,1.4,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,0,5,8,0.70,0.00,0.70,0.70,0.70,0.38,0.09,0.48,0.38,0.48,Matches
242,Tom Rothe,de GER,DF,Union Berlin,20-314,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches
243,Julian Ryerson,no NOR,DF,Dortmund,27-295,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43,Matches
244,Frederik Rønnow,dk DEN,GK,Union Berlin,33-035,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
245,Alexander Røssing-Lelesiit,no NOR,FW,Hamburger SV,18-231,2007,2,2,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
246,Elias Saad,tn TUN,"FW,MF",Augsburg,25-255,1999,2,2,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,2,8,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
247,Marcel Sabitzer,at AUT,MF,Dortmund,31-175,1994,2,2,175,1.9,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,2,12,4,0.00,0.51,0.51,0.00,0.51,0.04,0.06,0.09,0.04,0.09,Matches
248,Emir Sahiti,xk KVX,FW,Hamburger SV,26-283,1998,2,2,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
249,Manolis Saliakas,gr GRE,DF,St. Pauli,28-361,1996,2,0,46,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,4,0.00,1.96,1.96,0.00,1.96,0.03,0.11,0.14,0.03,0.14,Matches
250,Philipp Sander,de GER,MF,Gladbach,27-199,1998,2,2,172,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,8,6,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
251,James Sands,us USA,MF,St. Pauli,25-064,2000,2,2,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,6,6,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
252,Kaishu Sano,jp JPN,MF,Mainz 05,24-252,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,10,5,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,Matches
253,Joe Scally,us USA,DF,Gladbach,22-251,2002,2,2,174,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3,10,9,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,Matches
254,András Schäfer,hu HUN,MF,Union Berlin,26-148,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
255,Derry Scherhant,de GER,MF,Freiburg,22-302,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
256,Patrik Schick,cz CZE,FW,Leverkusen,29-227,1996,2,2,180,2.0,2,0,2,1,1,1,0,0,1.2,0.4,0.0,0.4,0,1,6,1.00,0.00,1.00,0.50,0.50,0.62,0.00,0.62,0.22,0.22,Matches
257,Xaver Schlager,at AUT,MF,RB Leipzig,27-345,1997,2,2,158,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,8,14,4,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.21,0.04,0.21,Matches
258,Keven Schlotterbeck,de GER,DF,Augsburg,28-133,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Romano Schmid,at AUT,MF,Werder Bremen,25-224,2000,2,2,180,2.0,1,0,1,0,1,1,0,0,0.8,0.0,0.2,0.2,4,21,11,0.50,0.00,0.50,0.00,0.00,0.42,0.10,0.52,0.02,0.12,Matches
260,Isaac Schmidt,ch SUI,MF,Werder Bremen,25-275,1999,1,0,20,0.2,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,1,1,2,4.50,0.00,4.50,4.50,4.50,3.65,0.09,3.74,3.65,3.74,Matches
261,Joël Schmied,ch SUI,DF,Köln,26-350,1998,2,1,135,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
262,Jan Schöppner,de GER,MF,Heidenheim,26-088,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
263,Marvin Schwäbe,de GER,GK,Köln,30-136,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
264,Léo Scienza,br BRA,"MF,FW",Heidenheim,26-360,1998,2,2,180,2.0,1,0,1,1,0,0,0,0,0.1,0.1,1.1,1.3,11,3,10,0.50,0.00,0.50,0.50,0.50,0.07,0.56,0.63,0.07,0.63,Matches
265,Sebastian Sebulonsen,no NOR,DF,Köln,25-224,2000,2,2,163,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,1,4,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.21,0.14,0.21,Matches
266,Nicolas Seiwald,at AUT,MF,RB Leipzig,24-127,2001,2,1,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
267,Armindo Sieb,de GER,"FW,MF",Mainz 05,22-203,2003,2,0,23,0.3,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,0,4,0.00,0.00,0.00,0.00,0.00,1.48,0.06,1.54,1.48,1.54,Matches
268,Tim Siersleben,de GER,DF,Heidenheim,25-183,2000,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
269,Xavi Simons,nl NED,MF,RB Leipzig,22-140,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
270,Danel Sinani,lu LUX,"MF,FW",St. Pauli,28-156,1997,2,2,180,2.0,1,1,2,0,1,1,1,0,0.9,0.2,0.4,0.6,2,15,10,0.50,0.50,1.00,0.00,0.50,0.45,0.20,0.66,0.09,0.29,Matches
271,Tim Skarke,de GER,DF,Union Berlin,29-001,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
272,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,25-253,1999,2,2,133,1.5,1,0,1,1,0,0,1,0,0.0,0.0,0.5,0.5,3,4,7,0.68,0.00,0.68,0.68,0.68,0.01,0.35,0.36,0.01,0.36,Matches
273,Robert Skov,dk DEN,DF,Union Berlin,29-111,1996,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,0,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
274,Eric Smith,se SWE,DF,St. Pauli,28-243,1997,2,2,180,2.0,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,3,1,1,0.50,0.00,0.50,0.50,0.50,0.01,0.00,0.01,0.01,0.01,Matches
275,Vinicius Souza,br BRA,MF,Wolfsburg,26-083,1999,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
276,Otto Stange,de GER,MF,Hamburger SV,18-211,2007,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
277,Josip Stanišić,hr CRO,DF,Bayern Munich,25-159,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,12,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
278,Niklas Stark,de GER,DF,Werder Bremen,30-147,1995,2,2,139,1.5,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
279,Angelo Stiller,de GER,MF,Stuttgart,24-157,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,8,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
280,Kevin Stöger,at AUT,MF,Gladbach,32-012,1993,2,2,148,1.6,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,1,7,16,0.00,0.00,0.00,0.00,0.00,0.41,0.30,0.72,0.41,0.72,Matches
281,Yukinari Sugawara,jp JPN,DF,Werder Bremen,25-072,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
282,Yuito Suzuki,jp JPN,MF,Freiburg,23-318,2001,2,2,137,1.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,5,3,10,0.00,0.00,0.00,0.00,0.00,0.43,0.15,0.58,0.43,0.58,Matches
283,Mattias Svanberg,se SWE,MF,Wolfsburg,26-246,1999,2,0,47,0.5,1,0,1,1,0,0,2,1,0.4,0.4,0.0,0.4,0,2,3,1.91,0.00,1.91,1.91,1.91,0.77,0.00,0.77,0.77,0.77,Matches
284,Daniel Svensson,se SWE,DF,Dortmund,23-208,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,6,15,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
285,Haris Tabakovic,ba BIH,FW,Gladbach,31-080,1994,1,1,82,0.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,0,3,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.65,0.65,0.65,Matches
286,Jonathan Tah,de GER,DF,Bayern Munich,29-209,1996,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
287,Axel Tapé,fr FRA,DF,Leverkusen,18-029,2007,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
288,Edmond Tapsoba,bf BFA,DF,Leverkusen,26-218,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,10,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
289,Nathan Tella,ng NGA,"FW,MF",Leverkusen,26-065,1999,2,2,169,1.9,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,2,5,7,0.00,0.53,0.53,0.00,0.53,0.11,0.25,0.36,0.11,0.36,Matches
290,Arthur Theate,be BEL,DF,Eint Frankfurt,25-106,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Jan Thielmann,de GER,"FW,MF",Köln,23-105,2002,2,2,133,1.5,1,1,2,1,0,0,0,0,0.6,0.6,0.3,0.9,2,2,6,0.68,0.68,1.35,0.68,1.35,0.40,0.23,0.63,0.40,0.63,Matches
292,Phillip Tietz,de GER,"MF,FW",Augsburg,28-061,1997,2,0,58,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
293,Malik Tillman,us USA,MF,Leverkusen,23-103,2002,1,1,60,0.7,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,3,1,2,1.50,0.00,1.50,1.50,1.50,0.26,0.00,0.26,0.26,0.26,Matches
294,Umut Tohumcu,de GER,MF,Hoffenheim,21-028,2004,2,1,103,1.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,4,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
295,Tiago Tomás,pt POR,"MF,FW",Stuttgart,23-084,2002,2,1,99,1.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.8,2,3,8,0.91,0.00,0.91,0.91,0.91,0.57,0.12,0.69,0.57,0.69,Matches
296,Jordan Torunarigha,de GER,DF,Hamburger SV,28-032,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
297,Bazoumana Touré,ci CIV,FW,Hoffenheim,19-190,2006,2,2,180,2.0,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,12,3,30,0.00,0.50,0.50,0.00,0.50,0.29,0.10,0.39,0.29,0.39,Matches
298,Omar Traoré,de GER,DF,Heidenheim,27-216,1998,2,0,44,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
299,Philipp Treu,de GER,MF,Freiburg,24-279,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
300,Christopher Trimmel,at AUT,DF,Union Berlin,38-196,1987,2,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,4,3,1,0.00,0.00,0.00,0.00,0.00,0.01,0.27,0.28,0.01,0.28,Matches
301,Lukas Ullrich,de GER,DF,Gladbach,21-176,2004,2,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,6,10,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08,Matches
302,Deniz Undav,de GER,MF,Stuttgart,29-051,1996,2,2,103,1.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,5,3,0.00,0.00,0.00,0.00,0.00,0.28,0.02,0.30,0.28,0.30,Matches
303,Dayot Upamecano,fr FRA,DF,Bayern Munich,26-316,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,8,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
304,Can Uzun,tr TUR,MF,Eint Frankfurt,19-301,2005,2,2,135,1.5,2,2,4,2,0,0,0,0,0.6,0.6,0.9,1.5,1,7,9,1.33,1.33,2.67,1.33,2.67,0.38,0.60,0.98,0.38,0.98,Matches
305,Josha Vagnoman,de GER,DF,Stuttgart,24-271,2000,2,2,160,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,4,5,6,0.00,0.00,0.00,0.00,0.00,0.15,0.03,0.18,0.15,0.18,Matches
306,Nikola Vasilj,ba BIH,GK,St. Pauli,29-280,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
307,Nikolas Veratschnig,at AUT,MF,Mainz 05,22-227,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
308,Elye Wahi,fr FRA,FW,Eint Frankfurt,22-249,2003,2,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
309,Hauke Wahl,de GER,DF,St. Pauli,31-146,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
310,Luca Waldschmidt,de GER,DF,Köln,29-112,1996,1,0,17,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,5.29,5.29,0.00,5.29,0.00,1.97,1.97,0.00,1.97,Matches
311,Nelson Weiper,de GER,FW,Mainz 05,20-175,2005,2,1,144,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,3,8,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.22,0.15,0.22,Matches
312,Silvan Widmer,ch SUI,DF,Mainz 05,32-187,1993,1,0,26,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,2,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.81,0.81,0.81,Matches
313,Patrick Wimmer,at AUT,FW,Wolfsburg,24-101,2001,2,2,180,2.0,0,1,1,0,0,0,1,0,0.5,0.5,0.0,0.6,4,6,10,0.00,0.50,0.50,0.00,0.50,0.27,0.01,0.28,0.27,0.28,Matches
314,Jonas Wind,dk DEN,MF,Wolfsburg,26-213,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
315,Marius Wolf,de GER,"MF,DF",Augsburg,30-104,1995,2,2,123,1.4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.5,5,1,10,0.73,0.00,0.73,0.73,0.73,0.24,0.11,0.35,0.24,0.35,Matches
316,Nick Woltemade,de GER,FW,Stuttgart,23-206,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
317,Jeong Woo-yeong,kr KOR,MF,Union Berlin,25-353,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.00,0.39,Matches
318,Aaron Zehnter,de GER,DF,Wolfsburg,20-312,2004,2,2,179,2.0,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,2,3,8,0.50,0.00,0.50,0.50,0.50,0.04,0.12,0.17,0.04,0.17,Matches
319,Robin Zentner,de GER,GK,Mainz 05,30-315,1994,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
320,Cedric Zesiger,ch SUI,DF,Augsburg,27-076,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
321,Michael Zetterer,de GER,GK,Eint Frankfurt,30-058,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
322,Budu Zivzivadze,ge GEO,FW,Heidenheim,31-182,1994,2,1,104,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.6,0,2,2,0.00,0.00,0.00,0.00,0.00,0.47,0.02,0.49,0.47,0.49,Matches
